workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID,homeCountry,workCountry,homeCanton,workCanton
45.92,6.41,113.0,45.92,6.41,13.0,226,483813834,France,France,-,-
46.22,6.11,27.0,46.22,6.11,199.0,226,76723539,Suisse,Suisse,Genève,Genève
46.19,6.77,120.0,46.19,6.77,106.0,226,618472332,France,France,-,-
47.72,7.28,85.0,47.72,7.28,30.0,226,331641915,France,France,-,-
45.89,6.13,123.0,45.89,6.13,77.0,226,537470992,France,France,-,-
46.11,7.08,81.0,46.1,7.08,15.0,226,2191202062,Suisse,Suisse,Valais - Wallis,Valais - Wallis
47.52,7.62,72.0,47.52,7.62,121.0,227,4392800315,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft
47.72,7.28,98.0,47.72,7.28,129.0,227,4064299935,France,France,-,-
45.87,10.16,65.0,45.87,10.15,32.0,227,1149376610,Italia,Italia,-,-
47.38,8.54,18.0,46.58,9.93,16.0,227,6721492,Suisse,Suisse,Graubünden - Grigioni - Grischun,Zürich
45.76,9.85,171.0,45.76,9.85,56.0,227,2165431412,Italia,Italia,-,-
47.16,9.55,19.0,47.16,9.55,51.0,227,367442685,Liechtenstein,Liechtenstein,-,-
45.91,8.49,61.0,45.91,8.49,158.0,227,3028809503,Italia,Italia,-,-
46.8,7.16,76.0,46.6,7.04,10.0,227,165375475,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.41,9.19,11.0,47.46,9.05,16.0,227,2737843932,Suisse,Suisse,Sankt Gallen,Sankt Gallen
45.83,8.81,121.0,45.83,8.81,100.0,227,2607746922,Italia,Italia,-,-
47.75,7.33,43.0,47.75,7.33,37.0,227,1491349280,France,France,-,-
47.38,8.54,33.0,47.38,8.54,55.0,227,1851892033,Suisse,Suisse,Zürich,Zürich
46.62,8.04,116.0,46.62,8.04,58.0,228,2940819038,Suisse,Suisse,Bern - Berne,Bern - Berne
46.95,7.45,11.0,46.95,7.44,13.0,228,89724274,Suisse,Suisse,Bern - Berne,Bern - Berne
46.13,9.59,133.0,46.13,9.59,43.0,228,489385282,Italia,Italia,-,-
47.35,8.16,86.0,47.35,8.16,77.0,228,3057889682,Suisse,Suisse,Aargau,Aargau
47.38,8.54,189.0,47.38,8.54,38.0,228,4863267496,Suisse,Suisse,Zürich,Zürich
46.19,6.14,93.0,46.19,6.14,134.0,228,271000095,Suisse,Suisse,Genève,Genève
45.81,8.91,111.0,45.8,8.88,36.0,228,3928942575,Italia,Italia,-,-
46.62,8.04,19.0,47.38,8.54,60.0,228,600268506,Suisse,Suisse,Zürich,Bern - Berne
46.48,8.73,79.0,46.48,8.73,149.0,228,632360119,Suisse,Suisse,Ticino,Ticino
46.8,9.82,51.0,46.8,9.82,122.0,228,155985535,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
46.04,6.55,45.0,46.04,6.55,52.0,229,2393971918,France,France,-,-
47.11,7.3,22.0,47.11,7.3,19.0,229,527326360,Suisse,Suisse,Bern - Berne,Bern - Berne
47.39,8.49,24.0,47.39,8.49,12.0,229,229796717,Suisse,Suisse,Zürich,Zürich
45.78,10.34,172.0,45.78,10.34,57.0,229,3971500995,Italia,Italia,-,-
46.57,6.82,41.0,46.57,6.82,50.0,229,249748225,Suisse,Suisse,Vaud,Vaud
46.81,8.22,124.0,46.81,8.22,105.0,229,1189071091,Suisse,Suisse,Obwalden,Obwalden
46.27,6.16,37.0,46.26,6.14,19.0,229,1063815992,Suisse,Suisse,Genève,Genève
47.56,7.56,48.0,47.56,7.56,30.0,229,1306736587,Suisse,Suisse,Basel-Stadt,Basel-Stadt
45.9,6.13,116.0,45.9,6.13,61.0,229,892940508,France,France,-,-
47.5,7.59,164.0,47.5,7.59,65.0,230,1475695633,Suisse,Suisse,Basel-Landschaft,Basel-Landschaft
45.85,6.1,31.0,45.85,6.1,47.0,230,1349884280,France,France,-,-
45.89,6.13,23.0,45.89,6.13,26.0,230,123025110,France,France,-,-
45.81,6.52,19.0,45.81,6.52,10.0,230,838385497,France,France,-,-
46.14,7.12,67.0,46.14,7.12,116.0,230,513546668,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.22,6.11,20.0,46.21,6.09,99.0,230,91317003,Suisse,Suisse,Genève,Genève
46.27,6.84,65.0,47.68,7.26,12.0,230,317188559,France,France,-,-
46.19,6.25,54.0,46.19,6.25,176.0,230,636204499,France,France,-,-
47.0,6.94,78.0,47.0,6.94,144.0,230,1052633340,Suisse,Suisse,Neuchâtel,Neuchâtel
46.19,6.16,80.0,46.19,6.16,66.0,231,2463035303,Suisse,Suisse,Genève,Genève
47.43,8.67,24.0,47.43,8.67,74.0,231,376444371,Suisse,Suisse,Zürich,Zürich
46.13,9.57,17.0,46.17,9.94,18.0,231,46499363,Italia,Italia,-,-
46.21,10.16,42.0,46.22,10.16,14.0,231,412689501,Italia,Italia,-,-
47.74,7.03,138.0,47.74,7.03,93.0,231,142884895,France,France,-,-
46.53,6.65,47.0,46.95,7.39,48.0,231,157371097,Suisse,Suisse,Bern - Berne,Vaud
47.67,7.51,86.0,47.67,7.51,128.0,231,581873065,France,France,-,-
47.64,6.86,75.0,47.64,6.86,137.0,231,277408844,France,France,-,-
47.4,8.62,13.0,47.4,8.62,30.0,231,996833449,Suisse,Suisse,Zürich,Zürich
46.04,6.55,65.0,46.04,6.55,117.0,231,798580382,France,France,-,-
47.1,8.27,90.0,47.04,8.32,17.0,231,261352890,Suisse,Suisse,Luzern,Luzern
46.2,6.14,21.0,46.2,6.14,210.0,232,165095068,Suisse,Suisse,Genève,Genève
46.81,8.22,46.0,46.81,8.22,186.0,232,2830449537,Suisse,Suisse,Obwalden,Obwalden
47.4,8.4,134.0,47.4,8.4,85.0,232,2346454102,Suisse,Suisse,Zürich,Zürich
45.8,8.97,10.0,45.8,8.97,16.0,232,481587018,Italia,Italia,-,-
47.25,8.6,22.0,47.25,8.6,33.0,232,50285275,Suisse,Suisse,Zürich,Zürich
45.8,9.08,220.0,45.8,9.08,12.0,232,139749364,Italia,Italia,-,-
47.62,6.79,87.0,47.62,6.79,144.0,232,141906405,France,France,-,-
47.72,7.32,38.0,47.7,7.3,60.0,232,45630580,France,France,-,-
47.56,8.91,145.0,47.56,8.91,83.0,232,917339209,Suisse,Suisse,Thurgau,Thurgau
47.48,6.63,158.0,47.48,6.63,62.0,232,1438402068,France,France,-,-
45.8,9.08,154.0,45.8,9.08,78.0,232,1166441065,Italia,Italia,-,-
47.24,8.47,53.0,47.24,8.47,63.0,233,381671578,Suisse,Suisse,Zürich,Zürich
47.05,8.32,51.0,47.05,8.32,182.0,233,2333977724,Suisse,Suisse,Luzern,Luzern
47.22,7.81,63.0,47.22,7.81,170.0,233,2709133501,Suisse,Suisse,Bern - Berne,Bern - Berne
47.2,5.94,138.0,47.2,5.94,80.0,233,3154077502,France,France,-,-
46.21,6.15,67.0,46.21,6.15,103.0,233,594074360,Suisse,Suisse,Genève,Genève
47.38,8.54,97.0,47.14,8.53,54.0,233,3289805098,Suisse,Suisse,Zug,Zürich
47.16,9.55,44.0,47.16,9.55,10.0,233,1493368933,Liechtenstein,Liechtenstein,-,-
47.37,8.54,36.0,47.37,8.46,14.0,234,484611115,Suisse,Suisse,Zürich,Zürich
47.67,9.47,117.0,47.67,9.47,82.0,234,1203429055,Deutschland,Deutschland,-,-
47.5,8.77,31.0,47.5,8.77,10.0,234,513195954,Suisse,Suisse,Zürich,Zürich
47.5,7.01,54.0,47.58,6.97,14.0,234,229495100,France,Suisse,-,Jura
46.95,7.39,73.0,46.95,7.39,73.0,234,833373272,Suisse,Suisse,Bern - Berne,Bern - Berne
46.11,7.93,27.0,45.86,6.62,49.0,234,109891649,France,Suisse,-,Valais - Wallis
47.72,7.28,135.0,47.72,7.28,97.0,234,700729753968504832,France,France,-,-
46.62,9.98,102.0,46.62,9.98,132.0,234,92410281,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
47.25,6.03,15.0,47.24,6.05,89.0,234,383437330,France,France,-,-
46.76,7.63,14.0,46.75,7.66,135.0,234,1148754348,Suisse,Suisse,Bern - Berne,Bern - Berne
47.23,8.86,33.0,47.23,8.86,17.0,234,53613980,Suisse,Suisse,Sankt Gallen,Sankt Gallen
47.38,8.54,11.0,47.35,8.28,97.0,234,139857381,Suisse,Suisse,Aargau,Zürich
46.01,9.38,86.0,46.01,9.38,21.0,234,543581454,Italia,Italia,-,-
46.19,6.16,30.0,46.19,6.16,179.0,234,83632638,Suisse,Suisse,Genève,Genève
46.52,6.94,112.0,46.52,6.94,111.0,234,749894168919568384,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.1,6.82,27.0,47.1,6.82,75.0,234,95679940,Suisse,Suisse,Neuchâtel,Neuchâtel
46.2,6.87,218.0,46.2,6.87,16.0,234,2316131382,Suisse,Suisse,Valais - Wallis,Valais - Wallis
45.81,9.09,117.0,45.81,9.09,101.0,235,269964021,Italia,Italia,-,-
46.79,7.14,33.0,46.79,7.14,43.0,235,398879699,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.62,6.95,36.0,47.62,6.95,35.0,235,2533189002,France,France,-,-
46.11,7.08,21.0,46.25,6.89,62.0,235,2927016711,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.38,6.5,92.0,46.38,6.5,126.0,235,1014812448,France,France,-,-
46.6,7.04,118.0,46.6,7.04,82.0,235,579911660,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.64,6.87,120.0,47.64,6.87,114.0,235,1693541724,France,France,-,-
47.14,9.52,31.0,47.14,9.52,47.0,235,1525764546,Liechtenstein,Liechtenstein,-,-
47.45,8.56,11.0,47.06,7.62,10.0,235,15405805,Suisse,Suisse,Bern - Berne,Zürich
47.38,8.54,136.0,47.38,8.54,99.0,235,2941153000,Suisse,Suisse,Zürich,Zürich
45.88,8.52,36.0,45.88,8.52,175.0,236,999798804,Italia,Italia,-,-
47.39,8.07,63.0,47.4,8.05,15.0,236,2173494769,Suisse,Suisse,Aargau,Aargau
46.52,6.61,28.0,46.51,6.61,11.0,236,74168698,Suisse,Suisse,Vaud,Vaud
46.24,6.09,20.0,46.24,6.09,20.0,236,11221722,Suisse,Suisse,Genève,Genève
45.92,6.4,90.0,45.92,6.4,138.0,236,2921383169,France,France,-,-
46.3,7.55,94.0,46.3,7.54,11.0,236,458502565,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.81,8.22,116.0,46.81,8.22,120.0,236,2334568896,Suisse,Suisse,Obwalden,Obwalden
47.07,8.28,109.0,47.07,8.28,127.0,236,2934152920,Suisse,Suisse,Luzern,Luzern
45.95,9.71,109.0,45.95,9.71,113.0,236,346862117,Italia,Italia,-,-
45.81,9.0,129.0,45.81,9.0,107.0,237,4644047793,Italia,Italia,-,-
46.0,8.96,34.0,46.0,8.96,203.0,237,185734920,Suisse,Suisse,Ticino,Ticino
46.54,6.59,80.0,46.54,6.59,94.0,237,27779094,Suisse,Suisse,Vaud,Vaud
47.37,8.54,16.0,47.77,8.42,11.0,237,38022284,Deutschland,Suisse,-,Zürich
45.73,7.37,118.0,45.73,7.37,119.0,237,93448988,Italia,Italia,-,-
47.56,8.05,39.0,47.56,8.05,195.0,237,789531818,Deutschland,Deutschland,-,-
47.37,8.54,15.0,47.37,8.54,10.0,238,24493465,Suisse,Suisse,Zürich,Zürich
46.81,8.22,129.0,46.81,8.22,81.0,238,1868966239,Suisse,Suisse,Obwalden,Obwalden
47.18,8.21,55.0,47.12,8.39,21.0,238,274137351,Suisse,Suisse,Luzern,Luzern
46.22,6.11,143.0,46.22,6.11,76.0,238,258298678,Suisse,Suisse,Genève,Genève
47.72,6.83,107.0,47.72,6.83,83.0,238,1556887471,France,France,-,-
47.38,8.54,113.0,47.38,8.54,23.0,238,778644518,Suisse,Suisse,Zürich,Zürich
45.79,6.97,19.0,45.79,6.97,77.0,238,600186015,Italia,Italia,-,-
46.81,8.22,87.0,46.81,8.22,151.0,238,2683509776,Suisse,Suisse,Obwalden,Obwalden
47.38,8.54,27.0,47.43,8.67,28.0,238,969793812,Suisse,Suisse,Zürich,Zürich
47.72,7.34,152.0,47.72,7.34,85.0,238,3100972042,France,France,-,-
46.2,6.14,79.0,46.2,6.14,155.0,238,3446605108,Suisse,Suisse,Genève,Genève
47.31,8.76,33.0,47.31,8.76,204.0,238,2507379429,Suisse,Suisse,Zürich,Zürich
47.54,7.59,34.0,47.54,7.59,12.0,239,79324807,Suisse,Suisse,Basel-Stadt,Basel-Stadt
47.38,8.54,66.0,47.38,8.54,109.0,239,378717167,Suisse,Suisse,Zürich,Zürich
47.53,10.46,84.0,47.53,10.46,151.0,239,2277469408,Österreich,Österreich,-,-
47.43,8.67,24.0,47.43,8.67,18.0,239,3178129881,Suisse,Suisse,Zürich,Zürich
46.2,6.14,142.0,46.2,6.14,84.0,239,334647035,Suisse,Suisse,Genève,Genève
46.81,7.16,77.0,46.81,7.15,29.0,239,630276455,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
47.37,8.54,50.0,46.2,6.14,15.0,239,92049394,Suisse,Suisse,Genève,Zürich
46.23,6.15,12.0,46.2,6.14,38.0,239,547182708,Suisse,Suisse,Genève,Genève
45.99,8.73,93.0,45.99,8.73,147.0,240,54258115,Italia,Italia,-,-
45.8,9.08,24.0,45.8,9.08,53.0,240,406292074,Italia,Italia,-,-
46.23,6.12,107.0,46.23,6.12,114.0,240,516494740,Suisse,Suisse,Genève,Genève
46.2,6.14,198.0,46.2,6.14,42.0,240,29555359,Suisse,Suisse,Genève,Genève
47.16,8.55,111.0,47.16,8.55,118.0,240,412244718,Suisse,Suisse,Zug,Zug
45.88,6.52,108.0,45.88,6.52,118.0,240,367950791,France,France,-,-
46.95,7.45,11.0,46.94,7.43,35.0,240,551712160,Suisse,Suisse,Bern - Berne,Bern - Berne
47.19,6.08,38.0,47.2,6.27,58.0,240,4204204583,France,France,-,-
46.8,7.16,22.0,46.89,7.04,107.0,241,1015008168,Suisse,Suisse,Vaud,Fribourg - Freiburg
47.32,8.53,47.0,47.39,8.49,13.0,241,2336702049,Suisse,Suisse,Zürich,Zürich
47.4,8.01,227.0,47.4,8.01,11.0,241,2252355442,Suisse,Suisse,Solothurn,Solothurn
45.84,9.01,148.0,45.84,9.01,89.0,241,3247982765,Suisse,Suisse,Ticino,Ticino
47.51,10.32,141.0,47.51,10.32,100.0,241,1952779861,Deutschland,Deutschland,-,-
47.63,6.84,21.0,47.64,6.85,61.0,241,820128546,France,France,-,-
46.2,6.14,31.0,46.2,6.14,58.0,241,2878258228,Suisse,Suisse,Genève,Genève
46.81,8.22,148.0,46.81,8.22,91.0,241,108457473,Suisse,Suisse,Obwalden,Obwalden
47.74,7.33,209.0,47.74,7.33,27.0,241,1327914902,France,France,-,-
46.2,6.14,131.0,46.2,6.14,111.0,242,2646129938,Suisse,Suisse,Genève,Genève
47.24,8.74,117.0,47.24,8.74,124.0,242,367291108,Suisse,Suisse,Zürich,Zürich
47.2,5.94,88.0,47.2,5.94,34.0,242,851260892,France,France,-,-
45.8,10.13,18.0,45.83,10.16,41.0,242,611634072,Italia,Italia,-,-
47.47,9.62,49.0,47.47,9.62,182.0,242,839773009,Österreich,Österreich,-,-
47.67,6.85,147.0,47.67,6.85,93.0,242,3220876168,France,France,-,-
45.89,6.12,146.0,45.89,6.12,78.0,242,590224916,France,France,-,-
47.48,8.91,42.0,47.48,8.91,39.0,243,61743803,Suisse,Suisse,Thurgau,Thurgau
47.51,6.96,54.0,47.51,6.95,66.0,243,127234166,France,France,-,-
47.29,5.98,117.0,47.29,5.98,121.0,243,1142100198,France,France,-,-
47.31,9.09,50.0,47.31,9.09,150.0,243,179279934,Suisse,Suisse,Sankt Gallen,Sankt Gallen
45.83,6.81,167.0,45.83,6.81,76.0,243,2289709292,Italia,Italia,-,-
45.82,8.83,11.0,45.83,8.77,24.0,243,1957669352,Italia,Italia,-,-
47.38,8.54,134.0,47.38,8.54,110.0,244,4087341195,Suisse,Suisse,Zürich,Zürich
46.19,6.24,17.0,46.19,6.22,121.0,244,194243765,France,France,-,-
47.38,8.54,61.0,47.38,8.54,24.0,244,719900132783878144,Suisse,Suisse,Zürich,Zürich
47.2,5.94,76.0,47.2,5.94,168.0,244,1726520491,France,France,-,-
47.38,8.54,57.0,47.35,8.72,57.0,244,905350374,Suisse,Suisse,Zürich,Zürich
45.81,9.08,12.0,45.83,9.07,48.0,244,2649776534,Italia,Italia,-,-
45.82,9.22,77.0,45.82,9.22,150.0,244,2727126701,Italia,Italia,-,-
45.8,6.66,89.0,45.8,6.66,140.0,244,2851134821,France,France,-,-
45.93,6.08,18.0,45.98,6.16,66.0,244,334667851,France,France,-,-
47.14,7.26,38.0,47.15,7.26,157.0,244,2606059339,Suisse,Suisse,Bern - Berne,Bern - Berne
45.85,8.77,18.0,45.84,8.77,43.0,245,1209671646,Italia,Italia,-,-
46.21,6.09,18.0,46.21,6.09,12.0,245,3823748848,Suisse,Suisse,Genève,Genève
46.98,7.47,181.0,46.98,7.47,64.0,245,46451092,Suisse,Suisse,Bern - Berne,Bern - Berne
47.16,9.55,204.0,47.16,9.55,41.0,245,45091034,Liechtenstein,Liechtenstein,-,-
47.04,8.32,77.0,47.38,8.54,32.0,245,1124477150,Suisse,Suisse,Zürich,Luzern
45.91,6.43,121.0,45.91,6.43,101.0,246,1212870596,France,France,-,-
46.67,7.64,67.0,46.67,7.64,177.0,246,170247669,Suisse,Suisse,Bern - Berne,Bern - Berne
47.25,6.18,54.0,47.25,6.18,74.0,246,2297936636,France,France,-,-
46.52,6.63,12.0,46.52,6.66,73.0,246,464049976,Suisse,Suisse,Vaud,Vaud
46.53,6.65,71.0,46.53,6.65,173.0,246,3290268645,Suisse,Suisse,Vaud,Vaud
47.63,6.86,80.0,47.63,6.86,158.0,246,1143268494,France,France,-,-
45.93,6.87,39.0,45.93,6.87,27.0,246,702658749454888960,France,France,-,-
47.39,8.49,12.0,47.38,8.54,74.0,246,106232832,Suisse,Suisse,Zürich,Zürich
46.54,6.66,24.0,46.53,6.65,127.0,246,2186492495,Suisse,Suisse,Vaud,Vaud
47.51,10.28,53.0,47.51,10.28,14.0,246,333288189,Deutschland,Deutschland,-,-
45.83,6.81,113.0,45.83,6.81,134.0,247,3084856731,Italia,Italia,-,-
47.4,8.57,187.0,47.4,8.57,59.0,247,2285446475,Suisse,Suisse,Zürich,Zürich
47.65,6.19,150.0,47.65,6.19,96.0,247,700730076749410304,France,France,-,-
45.83,6.81,190.0,45.83,6.81,54.0,247,244657781,Italia,Italia,-,-
46.68,7.86,86.0,46.68,7.86,158.0,247,2887410968,Suisse,Suisse,Bern - Berne,Bern - Berne
46.29,7.88,96.0,46.29,7.88,148.0,247,2372796554,Suisse,Suisse,Valais - Wallis,Valais - Wallis
46.35,7.01,73.0,46.34,7.01,25.0,247,299760920,Suisse,Suisse,Vaud,Vaud
46.46,6.84,47.0,46.46,6.84,131.0,247,1534300225,Suisse,Suisse,Vaud,Vaud
46.41,6.96,121.0,46.41,6.96,81.0,248,1954820862,Suisse,Suisse,Vaud,Vaud
47.51,6.82,13.0,47.51,6.82,162.0,248,878695670,France,France,-,-
46.73,7.09,68.0,46.73,7.07,35.0,248,878568175,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
46.45,6.22,30.0,46.45,6.22,218.0,248,392911236,Suisse,Suisse,Vaud,Vaud
46.95,7.39,21.0,46.95,7.39,46.0,248,514862335,Suisse,Suisse,Bern - Berne,Bern - Berne
46.53,6.62,13.0,46.52,6.59,27.0,248,505913956,Suisse,Suisse,Vaud,Vaud
47.38,8.54,136.0,47.38,8.54,65.0,248,54271887,Suisse,Suisse,Zürich,Zürich
45.78,10.34,119.0,45.78,10.34,129.0,248,95522137,Italia,Italia,-,-
45.85,8.93,37.0,45.83,8.81,49.0,249,2806115681,Italia,Suisse,-,Ticino
47.37,8.54,62.0,47.37,8.54,169.0,249,601566886,Suisse,Suisse,Zürich,Zürich
45.88,6.51,80.0,45.88,6.51,48.0,249,68174076,France,France,-,-
47.76,7.33,77.0,47.76,7.33,26.0,249,1505418984,France,France,-,-
45.89,6.13,53.0,45.89,6.13,15.0,249,17943558,France,France,-,-
47.74,10.3,198.0,47.74,10.3,51.0,249,601128357,Deutschland,Deutschland,-,-
47.38,8.54,39.0,46.53,6.65,10.0,249,91573685,Suisse,Suisse,Vaud,Zürich
45.91,7.64,94.0,45.91,7.64,155.0,249,22133163,Italia,Italia,-,-
47.38,8.52,45.0,47.42,8.5,13.0,249,532293392,Suisse,Suisse,Zürich,Zürich
47.38,8.54,38.0,47.38,8.54,13.0,250,16484216,Suisse,Suisse,Zürich,Zürich
46.82,9.85,184.0,46.82,9.85,66.0,250,208105501,Suisse,Suisse,Graubünden - Grigioni - Grischun,Graubünden - Grigioni - Grischun
46.52,6.58,11.0,46.56,6.7,10.0,250,300431965,Suisse,Suisse,Vaud,Vaud
47.8,7.17,64.0,47.79,7.18,28.0,250,371856806,France,France,-,-
47.38,8.54,101.0,47.38,8.54,149.0,250,474189158,Suisse,Suisse,Zürich,Zürich
46.05,6.42,50.0,46.05,6.42,122.0,250,1129241306,France,France,-,-
47.42,9.36,121.0,47.42,9.36,129.0,250,3029138908,Suisse,Suisse,Sankt Gallen,Sankt Gallen
46.53,6.65,74.0,46.53,6.65,153.0,250,2996765920,Suisse,Suisse,Vaud,Vaud
46.26,7.62,115.0,46.26,7.62,114.0,251,556762074,Suisse,Suisse,Valais - Wallis,Valais - Wallis
45.9,6.13,23.0,45.9,6.12,137.0,251,299842955,France,France,-,-
45.81,9.14,28.0,45.81,9.14,223.0,251,3306562145,Italia,Italia,-,-
46.2,6.14,45.0,46.2,6.14,197.0,251,397666614,Suisse,Suisse,Genève,Genève
45.86,6.59,53.0,45.86,6.59,198.0,251,378385817,France,France,-,-
47.78,7.0,113.0,47.78,7.0,94.0,251,741650900,France,France,-,-
46.52,6.63,16.0,46.54,6.59,12.0,251,49945758,Suisse,Suisse,Vaud,Vaud
46.2,6.14,131.0,46.2,6.14,118.0,251,279547099,Suisse,Suisse,Genève,Genève
46.2,6.26,109.0,46.2,6.26,77.0,251,774399937,France,France,-,-
45.83,6.26,134.0,45.83,6.26,118.0,252,276539765,France,France,-,-
47.65,6.85,102.0,47.65,6.85,83.0,252,2438770186,France,France,-,-
46.8,7.16,202.0,46.8,7.16,50.0,252,357649709,Suisse,Suisse,Fribourg - Freiburg,Fribourg - Freiburg
46.2,6.14,202.0,46.2,6.14,49.0,252,2553132640,Suisse,Suisse,Genève,Genève
45.88,8.52,17.0,45.88,8.52,67.0,252,105074240,Italia,Italia,-,-
46.06,6.55,70.0,46.06,6.55,182.0,252,2386488502,France,France,-,-
46.81,8.22,202.0,46.81,8.22,50.0,252,351548364,Suisse,Suisse,Obwalden,Obwalden
46.52,6.63,38.0,47.51,8.7,29.0,252,2267669212,Suisse,Suisse,Zürich,Vaud
47.0,6.96,171.0,47.0,6.96,79.0,252,712690159,Suisse,Suisse,Neuchâtel,Neuchâtel
45.81,9.1,163.0,45.81,9.1,82.0,253,732930169,Italia,Italia,-,-
47.13,7.25,34.0,47.01,6.99,92.0,253,135983076,Suisse,Suisse,Neuchâtel,Bern - Berne
47.1,8.35,210.0,47.1,8.35,43.0,253,3990524950,Suisse,Suisse,Luzern,Luzern
46.45,6.93,11.0,46.39,6.85,65.0,253,598304588,Suisse,Suisse,Valais - Wallis,Vaud
47.42,8.56,33.0,47.38,8.54,10.0,253,535652217,Suisse,Suisse,Zürich,Zürich
46.03,7.75,21.0,46.25,6.13,72.0,253,546786682,Suisse,Suisse,Genève,Valais - Wallis
45.99,9.21,62.0,45.98,9.22,14.0,253,1182501691,Italia,Italia,-,-
47.05,8.32,55.0,47.05,8.32,198.0,253,316654369,Suisse,Suisse,Luzern,Luzern
47.71,9.15,105.0,47.71,9.15,67.0,253,538981027,Deutschland,Deutschland,-,-
46.53,6.65,187.0,46.53,6.65,63.0,254,335013589,Suisse,Suisse,Vaud,Vaud
46.34,6.44,27.0,46.37,6.47,100.0,254,360884550,France,France,-,-
47.56,7.5,93.0,47.56,7.5,139.0,254,309191776,France,France,-,-
47.63,6.85,140.0,47.63,6.85,114.0,254,2321301751,France,France,-,-
46.2,6.13,31.0,46.2,6.14,48.0,254,559784966,Suisse,Suisse,Genève,Genève
47.04,8.32,141.0,47.04,8.32,97.0,255,2868082817,Suisse,Suisse,Luzern,Luzern
47.77,7.14,134.0,47.77,7.14,121.0,255,267685527,France,France,-,-
47.38,8.54,147.0,47.38,8.54,107.0,255,1337297047,Suisse,Suisse,Zürich,Zürich
47.77,7.14,64.0,47.77,7.14,191.0,255,2802578698,France,France,-,-
47.72,7.28,41.0,47.78,7.28,130.0,255,739570974,France,France,-,-
45.76,9.85,195.0,45.76,9.85,58.0,255,342991779,Italia,Italia,-,-
47.37,8.54,12.0,47.37,8.49,138.0,255,555305320,Suisse,Suisse,Zürich,Zürich
47.57,7.8,57.0,47.57,7.8,71.0,255,249717610,Deutschland,Deutschland,-,-
45.8,9.08,95.0,45.8,9.08,161.0,256,3012251169,Italia,Italia,-,-
45.86,9.17,32.0,45.86,9.17,224.0,256,1623800694,Italia,Italia,-,-
47.2,5.94,155.0,47.2,5.94,101.0,256,2567711210,France,France,-,-
47.16,8.51,151.0,47.16,8.51,102.0,256,1630404745,Suisse,Suisse,Zug,Zug
45.89,6.13,11.0,45.9,6.12,56.0,256,497976914,France,France,-,-
45.91,6.14,136.0,45.91,6.14,112.0,256,448994344,France,France,-,-
47.54,6.83,27.0,47.54,6.83,201.0,256,486578855,France,France,-,-
46.19,6.77,96.0,46.19,6.77,136.0,256,100019107,France,France,-,-
47.21,9.51,11.0,47.21,9.53,35.0,256,2783887427,Liechtenstein,Liechtenstein,-,-
47.2,5.94,158.0,47.2,5.94,72.0,256,929011808,France,France,-,-
47.53,7.3,117.0,47.53,7.3,108.0,256,1144572373,France,France,-,-
47.72,8.62,145.0,47.72,8.62,111.0,256,190212700,Suisse,Suisse,Schaffhausen,Schaffhausen
47.49,6.74,159.0,47.49,6.74,96.0,256,3331693540,France,France,-,-
46.55,6.57,25.0,46.63,6.45,33.0,256,1183365992,Suisse,Suisse,Vaud,Vaud
47.82,8.34,42.0,47.85,8.27,12.0,257,321591526,Deutschland,Deutschland,-,-
47.66,8.99,157.0,47.66,8.99,97.0,257,280175650,Suisse,Suisse,Thurgau,Thurgau
47.23,8.66,166.0,47.23,8.66,20.0,257,3314573377,Suisse,Suisse,Zürich,Zürich
45.8,9.08,48.0,45.8,9.08,99.0,257,47072593,Italia,Italia,-,-
45.82,9.22,180.0,45.82,9.22,71.0,257,1317873613,Italia,Italia,-,-
45.91,6.13,52.0,45.91,6.13,30.0,257,409257780,France,France,-,-
47.62,6.79,119.0,47.62,6.79,132.0,257,2626497106,France,France,-,-
47.46,9.37,45.0,47.46,9.37,212.0,257,334969890,Suisse,Suisse,Sankt Gallen,Sankt Gallen
47.39,8.49,26.0,47.38,8.54,17.0,257,84958688,Suisse,Suisse,Zürich,Zürich
47.8,7.68,99.0,47.8,7.68,158.0,258,3161428053,Deutschland,Deutschland,-,-
47.31,8.52,17.0,47.34,8.53,58.0,258,5772462,Suisse,Suisse,Zürich,Zürich
46.22,7.35,16.0,46.22,7.35,13.0,258,133428370,Suisse,Suisse,Valais - Wallis,Valais - Wallis
45.81,8.27,22.0,45.83,8.26,77.0,258,227749617,Italia,Italia,-,-
46.25,6.13,25.0,46.25,6.13,79.0,258,700314032,Suisse,Suisse,Genève,Genève
