workLat,workLong,workTweets,homeLat,homeLong,homeTweets,#tweets,userID
46.55,6.57,25.0,46.63,6.45,33.0,256,1183365992
47.82,8.34,42.0,47.85,8.27,12.0,257,321591526
47.66,8.99,157.0,47.66,8.99,97.0,257,280175650
47.23,8.66,166.0,47.23,8.66,20.0,257,3314573377
45.8,9.08,48.0,45.8,9.08,99.0,257,47072593
45.82,9.22,180.0,45.82,9.22,71.0,257,1317873613
45.91,6.13,52.0,45.91,6.13,30.0,257,409257780
47.62,6.79,119.0,47.62,6.79,132.0,257,2626497106
47.46,9.37,45.0,47.46,9.37,212.0,257,334969890
47.39,8.49,26.0,47.38,8.54,17.0,257,84958688
47.8,7.68,99.0,47.8,7.68,158.0,258,3161428053
47.31,8.52,17.0,47.34,8.53,58.0,258,5772462
46.22,7.35,16.0,46.22,7.35,13.0,258,133428370
45.81,8.27,22.0,45.83,8.26,77.0,258,227749617
46.25,6.13,25.0,46.25,6.13,79.0,258,700314032
46.53,6.63,55.0,46.53,6.63,204.0,259,793770968
47.38,8.54,86.0,47.38,8.54,50.0,259,17998643
47.39,8.08,100.0,47.39,8.08,148.0,259,921716768
46.47,6.85,67.0,46.8,7.15,10.0,259,415196392
47.26,6.01,175.0,47.26,6.01,62.0,259,158341096
46.18,6.22,185.0,46.18,6.22,74.0,259,3092125295
47.38,8.54,33.0,46.76,9.67,19.0,259,3092011095
46.69,7.68,59.0,46.69,7.68,110.0,259,1050551107
46.0,8.75,56.0,45.93,8.72,98.0,259,504940141
46.16,6.67,127.0,46.16,6.67,128.0,259,360685967
47.49,6.74,14.0,47.49,6.82,57.0,260,562766354
45.8,9.06,70.0,45.8,9.06,15.0,260,1723704542
46.56,6.81,100.0,46.56,6.81,38.0,261,2381921430
47.38,8.54,21.0,47.41,8.57,125.0,261,496280293
45.86,9.43,27.0,45.84,9.35,10.0,261,1404694866
47.06,6.74,22.0,47.06,6.74,21.0,261,3157664741
46.24,6.09,41.0,46.24,6.09,26.0,261,1286628300
46.26,7.62,103.0,46.26,7.62,143.0,261,290641120
47.43,8.67,29.0,47.43,8.67,141.0,261,45034764
47.43,8.67,59.0,47.43,8.67,106.0,261,233464926
47.43,8.67,74.0,47.43,8.67,121.0,261,295060761
45.96,9.25,188.0,45.96,9.25,73.0,261,1635262422
45.8,9.67,95.0,45.8,9.67,116.0,262,243252704
47.55,9.69,64.0,47.55,9.69,197.0,262,258232700
47.3,8.84,13.0,47.38,8.54,20.0,262,50436783
46.25,6.89,24.0,46.25,6.89,31.0,262,1708322562
47.37,8.54,11.0,47.39,8.53,19.0,262,549463971
46.25,6.11,39.0,46.25,6.11,122.0,263,181660186
45.85,6.1,138.0,45.85,6.1,119.0,263,3242343629
46.23,6.12,73.0,46.23,6.12,187.0,263,29406645
47.25,8.7,34.0,47.25,8.69,36.0,263,212886739
45.89,6.13,23.0,45.89,6.13,240.0,263,311371017
47.67,9.18,186.0,47.67,9.18,78.0,264,1028506116
46.2,6.11,135.0,46.2,6.11,60.0,264,1134018288
45.8,9.08,18.0,45.81,9.09,12.0,264,254009571
47.38,8.53,199.0,47.38,8.53,58.0,264,317917357
46.62,8.04,96.0,46.62,8.04,158.0,264,4275767177
47.04,8.32,103.0,47.04,8.32,18.0,264,128222457
47.49,6.74,11.0,47.46,6.75,118.0,264,2286137141
47.38,8.54,21.0,46.81,8.22,102.0,265,2589130625
45.89,6.13,77.0,45.89,6.13,12.0,265,468656020
46.04,8.26,61.0,46.04,8.26,15.0,265,3040521591
47.43,9.38,73.0,47.4,9.36,12.0,265,364088642
45.96,8.91,163.0,45.96,8.91,102.0,265,310473842
47.29,7.03,81.0,47.29,7.03,184.0,265,2260780184
46.53,6.6,22.0,46.47,6.84,34.0,266,384785008
47.26,6.01,135.0,47.26,6.01,131.0,266,763103096
46.79,6.63,217.0,46.79,6.63,13.0,266,353284850
47.69,6.77,108.0,47.69,6.77,67.0,266,1255009218
47.48,8.31,32.0,47.48,8.31,15.0,266,183656015
45.81,9.07,54.0,45.8,9.09,61.0,266,514788077
47.25,6.0,151.0,47.25,6.0,94.0,266,1732693651
47.63,6.15,153.0,47.63,6.15,113.0,266,509469904
46.25,6.13,191.0,46.25,6.13,75.0,266,509025061
47.1,6.83,12.0,47.11,6.83,130.0,267,492168545
47.28,8.48,107.0,47.28,8.48,158.0,267,595967517
45.9,9.39,119.0,45.9,9.39,61.0,267,401319887
45.93,6.17,41.0,45.92,6.13,52.0,267,67711573
47.56,7.59,145.0,47.56,7.59,116.0,267,94926515
45.91,8.61,183.0,45.91,8.61,84.0,267,486418929
47.18,8.51,120.0,47.14,8.53,35.0,267,2889363713
47.38,8.54,111.0,47.38,8.54,136.0,267,3486787516
47.26,6.01,68.0,47.26,6.01,102.0,268,120838192
45.88,9.93,61.0,45.88,9.93,113.0,268,140341816
47.0,6.94,58.0,47.0,6.94,12.0,268,1956322746
46.2,9.03,10.0,46.2,9.03,207.0,268,911501772
47.42,8.56,165.0,47.42,8.56,90.0,268,23416888
46.08,9.05,21.0,46.06,9.02,93.0,268,514302859
47.82,7.57,62.0,47.82,7.57,52.0,268,96111031
45.88,9.94,198.0,45.88,9.94,38.0,268,512966590
47.44,9.41,76.0,47.44,9.41,72.0,269,748537866
45.91,8.87,51.0,45.91,8.87,14.0,269,2652890212
47.21,7.53,192.0,47.21,7.53,64.0,269,3169113062
46.13,9.28,137.0,46.13,9.28,122.0,269,1313193948
47.11,6.83,161.0,47.11,6.83,91.0,269,1189265527
46.77,9.82,182.0,46.77,9.82,36.0,269,962103894
47.56,7.58,114.0,47.15,7.29,15.0,269,335372703
47.43,8.67,93.0,47.43,8.67,144.0,269,1011808772
46.53,6.65,95.0,46.53,6.65,172.0,269,597495857
47.38,8.54,204.0,47.38,8.54,59.0,269,1249117158
46.8,7.16,28.0,46.89,7.04,134.0,269,728737867
47.43,9.26,28.0,47.43,9.26,39.0,270,2914851052
47.1,8.27,81.0,47.1,8.27,58.0,270,947418174
47.19,8.52,129.0,47.19,8.52,141.0,270,2249180896
46.19,6.16,111.0,46.18,6.22,26.0,270,327129447
47.19,7.59,192.0,47.19,7.59,46.0,270,450522996
47.62,8.33,136.0,47.62,8.33,134.0,270,288162619
45.85,8.66,133.0,45.85,8.66,130.0,271,1585859209
47.74,7.34,73.0,47.74,7.34,68.0,271,1017853034
46.44,6.35,19.0,46.33,6.05,130.0,271,28354390
47.62,6.16,129.0,47.62,6.16,128.0,271,174113662
47.56,7.58,87.0,47.56,7.58,183.0,271,2832357503
45.86,9.07,77.0,45.86,9.07,166.0,272,3761947647
46.2,6.13,84.0,46.2,6.13,188.0,272,1243477357
47.78,7.25,39.0,47.78,7.25,13.0,272,2885854043
45.8,9.84,232.0,45.8,9.84,35.0,272,2271437758
45.9,6.12,12.0,45.91,6.43,85.0,272,299255929
45.96,9.25,11.0,45.86,9.43,25.0,272,447944798
47.32,8.61,75.0,47.38,8.54,19.0,272,14656989
45.94,6.63,93.0,45.94,6.63,98.0,273,1035648156
46.21,6.09,105.0,46.21,6.09,168.0,273,1105589900
47.75,7.35,12.0,47.75,7.34,91.0,273,360227380
45.79,7.42,203.0,45.79,7.42,65.0,273,547541747
47.24,9.59,106.0,47.24,9.59,86.0,273,71720871
46.21,6.15,14.0,46.2,6.14,121.0,273,105560657
45.94,8.77,37.0,45.94,8.77,187.0,273,2493072427
46.17,9.87,48.0,46.17,9.87,54.0,274,273009949
45.81,6.5,42.0,45.81,6.51,94.0,274,389610298
46.0,8.74,24.0,45.93,8.72,20.0,274,299826389
46.21,6.09,81.0,46.21,6.09,63.0,274,911154097
47.03,6.64,124.0,47.03,6.64,150.0,274,2365335036
45.8,9.08,232.0,45.8,9.08,42.0,274,191270162
46.84,7.66,112.0,46.93,7.53,21.0,274,149379811
47.23,9.23,109.0,47.23,9.23,166.0,275,234797467
46.95,7.39,116.0,46.95,7.39,159.0,275,569325086
46.21,7.16,119.0,46.21,7.16,155.0,275,355482327
45.88,6.1,140.0,45.88,6.1,129.0,275,302707514
47.2,5.94,148.0,47.2,5.94,124.0,276,2149524882
47.03,7.01,76.0,47.03,7.01,190.0,276,142583224
45.92,6.87,59.0,45.92,6.87,137.0,276,206146729
47.72,6.92,18.0,47.72,6.92,23.0,276,1876410318
47.56,7.58,128.0,47.56,7.58,147.0,276,2259120785
46.77,7.57,80.0,46.68,7.68,10.0,276,592125564
47.38,8.54,52.0,47.43,8.67,10.0,276,4050466761
46.49,10.41,73.0,46.49,10.41,175.0,276,103562735
45.9,6.1,50.0,45.9,6.1,65.0,276,718959242
45.83,8.81,189.0,45.82,8.82,14.0,277,501543830
46.05,9.26,150.0,46.05,9.26,67.0,277,2233742663
46.23,8.77,201.0,46.23,8.77,76.0,277,492498497
47.65,6.84,10.0,47.65,6.85,134.0,277,2347508387
47.73,8.58,78.0,47.45,8.56,29.0,277,960836294
46.2,6.14,111.0,46.2,6.14,166.0,277,3681384614
47.37,9.77,96.0,47.37,9.77,180.0,277,1173100124
47.14,7.37,63.0,47.14,7.36,77.0,277,481472759
45.91,6.85,125.0,45.91,6.85,87.0,277,488976819
46.71,6.84,156.0,46.71,6.84,120.0,278,1376314982
45.8,9.09,54.0,45.8,9.09,168.0,278,2301208493
45.93,8.52,126.0,45.93,8.52,146.0,278,2366464163
47.38,8.53,156.0,47.38,8.53,60.0,278,2210799944
47.04,6.55,12.0,47.06,6.59,108.0,278,968816371
45.9,6.12,150.0,45.86,6.19,118.0,278,517804126
47.36,7.5,44.0,47.36,7.5,24.0,278,449721115
46.01,8.97,186.0,46.01,8.97,79.0,278,558002594
47.2,5.94,215.0,47.2,5.94,63.0,278,1712957972
47.43,8.67,101.0,47.43,8.67,177.0,278,195499168
45.81,10.04,165.0,45.81,10.04,113.0,278,2336214029
46.41,9.76,12.0,46.41,9.76,18.0,278,234222477
45.88,6.52,118.0,45.88,6.52,139.0,278,1612503620
46.8,7.12,15.0,46.8,7.12,16.0,279,569949710
45.73,7.37,25.0,45.73,7.37,254.0,279,371031494
47.49,6.71,138.0,47.49,6.71,136.0,279,1126258232
46.9,7.4,13.0,46.95,7.39,29.0,279,243609109
46.2,6.14,135.0,46.2,6.14,143.0,279,3025910124
46.01,8.94,16.0,45.89,8.95,41.0,279,244705719
45.78,10.34,242.0,45.78,10.34,37.0,279,603861353
45.92,6.87,13.0,45.94,6.88,80.0,279,190523819
46.84,6.97,100.0,46.83,6.96,67.0,279,400811835
46.24,6.02,25.0,46.24,6.02,15.0,280,91579688
45.78,10.34,270.0,45.78,10.34,10.0,280,2445082370
45.88,8.97,11.0,46.38,6.57,221.0,280,2544788707
46.89,6.55,62.0,47.0,6.94,11.0,280,1325533316
47.56,9.69,39.0,47.57,9.69,31.0,280,270814713
45.83,6.95,220.0,45.83,6.95,55.0,280,23926846
47.56,7.58,185.0,47.56,7.58,95.0,281,3291280194
46.52,6.66,158.0,46.52,6.66,123.0,281,952147734
45.84,8.76,113.0,45.83,8.78,10.0,281,45316929
46.08,6.68,55.0,45.82,8.54,88.0,281,541632089
45.99,7.74,25.0,45.99,7.74,92.0,281,2941731175
47.24,6.03,31.0,47.24,6.03,11.0,282,761746969
46.21,6.15,100.0,46.21,6.15,79.0,282,548264761
47.14,6.2,17.0,47.14,6.2,11.0,282,3295791806
45.83,9.81,52.0,45.83,9.81,200.0,282,2430610164
45.83,8.81,10.0,45.88,8.87,84.0,282,3293716136
47.38,8.54,109.0,47.38,8.54,77.0,283,259494417
47.38,8.54,209.0,47.38,8.54,53.0,283,37393052
45.92,6.09,33.0,45.92,6.09,53.0,283,2882636705
47.4,8.59,70.0,47.4,8.59,179.0,283,2265163848
47.23,6.11,15.0,47.07,6.38,11.0,283,1642702578
45.96,9.25,14.0,45.96,9.25,16.0,283,1053176233
46.55,7.91,33.0,46.55,7.91,40.0,283,2280733932
45.76,9.85,175.0,45.76,9.85,108.0,283,337644410
45.85,6.1,22.0,45.91,6.15,57.0,284,35700747
45.8,9.08,161.0,45.8,9.08,65.0,284,53846200
47.38,8.54,133.0,47.41,8.54,12.0,284,556804474
47.33,8.55,146.0,47.33,8.55,100.0,284,3281595749
47.39,8.49,31.0,47.39,8.49,23.0,284,16557412
47.42,9.37,12.0,47.42,9.37,30.0,284,142766688
46.23,7.35,82.0,46.23,7.35,200.0,285,2167181089
45.78,8.96,72.0,45.71,8.91,13.0,285,14215660
46.2,6.14,26.0,46.25,6.13,83.0,285,1057304389
47.0,6.92,113.0,47.0,6.92,23.0,285,2955680589
46.05,8.99,181.0,46.05,8.99,104.0,285,60883496
46.81,6.1,165.0,46.81,6.1,107.0,285,2229845802
47.38,8.54,226.0,47.38,8.54,59.0,285,14332105
45.84,9.07,195.0,45.84,9.07,90.0,285,2224649352
47.38,8.54,178.0,47.38,8.54,84.0,285,15408440
46.47,7.56,19.0,47.38,8.54,13.0,285,350042031
47.49,6.74,12.0,47.48,6.8,20.0,285,1732947410
46.25,6.13,60.0,47.43,8.67,35.0,285,830814324
47.48,6.85,61.0,47.48,6.85,98.0,286,820471886
46.53,6.65,75.0,46.53,6.65,211.0,286,542475755
45.83,8.81,244.0,45.8,9.08,12.0,286,1280566146
45.87,9.36,76.0,45.85,9.36,50.0,286,450572284
46.21,6.09,98.0,46.21,6.09,117.0,286,1223012918
47.5,8.38,98.0,47.5,8.38,57.0,286,710903738588860416
47.54,7.57,39.0,47.54,7.57,20.0,286,15848820
47.72,7.28,129.0,47.72,7.28,117.0,287,339303891
45.85,6.63,19.0,45.85,6.63,62.0,287,333749256
47.13,7.25,94.0,47.08,7.32,75.0,287,454278501
45.81,9.43,124.0,45.81,9.43,144.0,287,2721056853
47.38,8.54,201.0,47.38,8.54,13.0,287,62246266
47.4,8.78,96.0,47.4,8.78,191.0,287,36726293
46.28,7.07,171.0,46.28,7.07,109.0,287,491922052
47.37,8.54,10.0,47.38,8.54,109.0,287,224666937
45.83,6.95,13.0,45.87,9.09,53.0,287,3017392640
47.49,6.74,61.0,47.52,6.78,26.0,288,1512112903
47.16,8.55,46.0,47.16,8.55,75.0,288,110627155
45.8,9.08,119.0,45.8,9.08,168.0,288,2410781903
46.8,7.12,181.0,46.8,7.12,96.0,288,252271358
47.75,7.42,48.0,47.75,7.42,29.0,289,1164097273
45.89,6.13,29.0,45.89,6.13,14.0,289,109838137
47.39,8.51,51.0,47.38,8.53,59.0,289,130051753
47.43,8.67,102.0,47.43,8.67,79.0,290,52318801
47.41,7.06,122.0,47.41,7.06,168.0,290,545131697
46.24,6.12,27.0,46.32,6.05,146.0,290,394934141
47.25,8.61,24.0,47.25,8.58,85.0,290,162050483
46.16,6.71,15.0,46.18,6.71,231.0,290,462828983
47.2,6.27,103.0,47.2,6.27,43.0,291,480681981
46.94,7.46,11.0,46.9,7.5,14.0,291,160769840
45.76,9.85,194.0,45.76,9.85,95.0,291,275127579
46.26,6.09,80.0,46.26,6.09,133.0,291,2714787303
45.95,6.11,34.0,45.95,6.11,61.0,291,37426923
46.2,6.14,129.0,46.2,6.14,160.0,291,3081971925
46.25,6.13,41.0,46.25,6.13,250.0,291,489921857
46.18,6.22,134.0,46.18,6.22,101.0,291,1311630026
47.74,10.3,161.0,47.74,10.3,130.0,291,53223277
46.95,7.39,125.0,46.95,7.39,166.0,292,1267940978
47.11,6.83,14.0,46.32,6.16,33.0,292,2214537264
46.46,6.84,156.0,46.46,6.84,87.0,292,828276132
47.62,7.9,167.0,47.62,7.9,125.0,292,2211642192
45.8,9.08,181.0,45.8,9.08,99.0,292,990470948
46.2,6.14,162.0,46.2,6.14,130.0,292,308439173
46.96,8.53,45.0,46.96,8.53,57.0,292,417761418
46.59,6.66,177.0,46.5,6.67,13.0,293,3329013478
46.22,6.11,40.0,46.22,6.11,203.0,293,426901626
47.21,7.18,69.0,47.21,7.18,36.0,293,1615016780
46.81,8.22,20.0,46.81,8.22,10.0,293,2500427640
45.8,8.67,187.0,45.8,8.67,93.0,293,514723105
46.21,7.01,25.0,46.21,7.01,41.0,293,807393895
45.88,6.52,136.0,45.88,6.52,153.0,293,1024713882
45.83,8.81,32.0,45.83,8.81,13.0,293,854934872
46.81,7.16,242.0,46.81,7.16,48.0,293,630899664
47.37,8.53,14.0,47.38,8.54,38.0,293,567556025
47.02,6.99,123.0,47.02,6.99,170.0,293,636389408
47.38,8.54,12.0,47.38,8.54,11.0,294,1164334226
46.2,6.16,42.0,46.2,6.16,11.0,294,122068019
47.81,9.38,38.0,47.81,9.38,181.0,294,528976833
47.24,6.02,25.0,46.79,6.05,11.0,294,1710769790
47.29,6.1,99.0,47.29,6.1,188.0,295,2279564213
47.38,8.53,58.0,47.38,8.53,43.0,295,2210978270
47.74,6.15,110.0,47.74,6.15,185.0,295,1239559188
47.55,7.77,140.0,47.55,7.77,138.0,295,448395380
46.45,6.39,15.0,46.45,6.39,12.0,295,184714515
46.18,6.87,11.0,46.19,6.88,38.0,295,414234434
47.43,6.91,12.0,47.43,6.91,11.0,295,2264229088
46.23,7.37,12.0,46.23,7.37,14.0,296,3479287516
45.76,9.85,252.0,45.76,9.85,41.0,296,1623677072
47.1,8.36,11.0,47.09,8.28,42.0,296,209189792
46.62,9.98,29.0,46.62,9.98,267.0,296,191424066
45.9,6.11,72.0,45.92,6.13,113.0,296,441116023
45.81,9.0,22.0,45.99,9.21,10.0,296,470233744
46.81,8.22,59.0,46.81,8.22,65.0,296,29210791
47.08,8.29,33.0,47.08,8.29,82.0,296,1154276054
47.72,7.28,287.0,47.72,7.28,10.0,297,1900077402
45.92,6.7,23.0,45.86,6.62,86.0,297,198939814
46.59,6.66,20.0,46.59,6.66,10.0,297,187737308
47.72,8.62,202.0,47.72,8.62,95.0,297,2452898697
47.56,7.6,129.0,47.56,7.6,163.0,297,800078754
46.59,6.66,39.0,46.59,6.66,113.0,297,24962411
46.17,6.32,18.0,45.89,6.13,27.0,297,546865968
45.96,9.25,10.0,45.8,9.08,15.0,297,1377234043
46.14,8.29,140.0,46.14,8.29,155.0,298,1144443044
45.84,8.77,94.0,45.85,8.77,30.0,298,480367237
46.19,6.73,143.0,46.19,6.73,154.0,298,303143059
46.26,7.42,27.0,46.26,7.43,12.0,298,1200041934
45.92,6.4,10.0,45.92,6.4,23.0,298,2981547952
46.35,6.05,222.0,46.35,6.05,76.0,298,455220823
46.62,9.57,34.0,46.62,9.57,264.0,298,630798569
47.38,8.54,10.0,47.41,8.42,123.0,298,284608231
46.81,7.15,22.0,46.8,7.16,12.0,299,529253606
47.43,8.56,16.0,47.42,8.58,31.0,299,20906609
47.64,6.46,10.0,47.73,6.51,119.0,299,3362754327
47.4,6.79,125.0,47.4,6.79,159.0,299,2972161071
47.78,7.38,90.0,47.78,7.38,199.0,300,1283272880
46.04,9.13,61.0,46.04,9.13,81.0,300,2812027804
47.66,6.84,42.0,47.65,6.84,62.0,300,2311719239
47.38,8.54,189.0,47.38,8.54,111.0,300,181319742
47.37,8.54,42.0,47.48,8.76,70.0,300,486561007
47.39,9.28,48.0,47.39,9.28,18.0,300,390991778
47.38,8.54,285.0,47.38,8.54,16.0,301,454864957
46.09,6.66,124.0,46.09,6.66,176.0,301,2914297754
45.83,6.81,55.0,45.83,6.81,58.0,301,741573756
47.56,6.95,169.0,47.56,6.95,132.0,301,4220524667
47.79,7.31,26.0,47.79,7.31,26.0,301,259934043
47.55,9.69,12.0,47.58,9.74,113.0,301,955658587
46.21,6.14,11.0,46.21,6.14,34.0,301,26429994
47.79,9.16,231.0,47.79,9.16,70.0,302,2363539914
47.38,8.54,96.0,47.43,8.54,16.0,302,111560168
47.59,7.57,11.0,47.58,7.57,108.0,302,419902577
47.38,8.54,27.0,47.38,8.54,120.0,302,336489196
46.2,6.14,290.0,46.2,6.14,12.0,302,486234331
47.43,8.67,18.0,47.38,8.54,51.0,303,322525983
47.4,8.43,39.0,47.4,8.4,52.0,304,1089571717
47.72,7.28,58.0,47.78,7.28,143.0,304,3040639330
46.06,6.54,122.0,46.06,6.54,99.0,304,493624991
46.73,7.67,60.0,46.74,7.64,38.0,304,702737022256062464
46.25,7.01,32.0,46.25,7.08,67.0,304,2363253227
47.38,8.54,11.0,47.5,8.73,101.0,304,2893322937
47.38,8.54,134.0,47.38,8.54,23.0,305,37182441
47.36,8.51,12.0,47.39,8.47,17.0,305,15950954
46.44,6.91,103.0,46.44,6.91,188.0,305,546966507
45.82,8.97,225.0,45.82,8.97,80.0,305,257522231
46.24,6.15,14.0,46.31,6.04,102.0,306,1031977160
46.81,8.22,41.0,46.81,8.22,238.0,306,58893712
46.21,6.12,64.0,46.22,6.11,82.0,306,495221132
47.64,6.17,112.0,47.64,6.17,184.0,306,255133584
45.85,6.1,119.0,45.85,6.1,145.0,306,723526820625260546
47.24,6.01,20.0,47.24,6.01,25.0,306,344142824
47.2,5.94,162.0,47.2,5.94,112.0,306,312099506
47.26,6.01,160.0,47.26,6.01,124.0,306,346666699
47.78,9.59,77.0,47.76,9.57,61.0,306,2765429278
45.8,6.66,187.0,45.8,6.66,118.0,307,418892178
46.23,6.08,27.0,46.7,6.62,105.0,307,2839378499
45.93,6.87,89.0,45.93,6.87,47.0,307,180060887
46.18,6.14,131.0,46.18,6.14,176.0,308,1053076008
47.0,6.94,126.0,47.0,6.94,156.0,308,1277258617
46.54,6.64,12.0,46.52,6.69,138.0,308,297028331
46.2,6.14,284.0,46.2,6.14,24.0,308,2159353829
46.21,6.26,125.0,46.21,6.26,183.0,308,276725409
46.26,7.38,188.0,46.26,7.38,89.0,308,477148596
45.85,9.35,10.0,45.8,9.08,62.0,308,254601199
47.67,9.47,106.0,47.67,9.47,197.0,308,2986273233
46.32,6.97,229.0,46.32,6.96,12.0,309,145518692
47.05,8.32,113.0,47.05,8.32,196.0,309,380143333
46.14,9.58,30.0,46.14,9.58,29.0,309,491338328
46.17,9.45,11.0,46.16,9.45,140.0,310,2907705148
47.53,6.43,111.0,47.53,6.43,194.0,310,518172047
45.92,9.34,17.0,45.92,9.34,25.0,310,3135200848
46.19,6.11,10.0,46.02,6.39,173.0,310,2382329154
46.2,6.14,116.0,46.2,6.14,194.0,310,457065322
46.2,6.2,33.0,46.2,6.2,29.0,310,461420964
47.38,8.53,15.0,46.68,7.86,87.0,310,1540632559
46.02,7.75,98.0,45.99,7.74,41.0,310,634556814
47.18,8.35,60.0,47.18,8.36,91.0,311,88207336
47.25,6.04,11.0,47.2,5.94,37.0,311,249320717
47.52,6.79,152.0,47.52,6.79,139.0,311,910676654
46.95,7.44,34.0,46.95,7.44,256.0,311,40149655
47.49,6.84,149.0,47.49,6.84,152.0,311,3182491149
47.56,7.58,120.0,47.56,7.58,190.0,311,3381225207
47.12,6.35,19.0,47.2,5.94,55.0,312,284451625
46.52,6.59,105.0,46.52,6.59,206.0,312,564838353
47.26,6.01,66.0,47.26,6.01,244.0,312,2540125610
47.2,5.94,141.0,47.2,5.94,132.0,312,478741651
46.34,6.44,70.0,46.31,6.4,25.0,312,316028791
46.01,8.94,259.0,46.01,8.94,53.0,312,385404869
47.51,6.82,147.0,47.51,6.82,163.0,312,1039971428
47.43,8.67,16.0,47.35,8.28,32.0,313,235706312
46.19,6.12,62.0,46.2,6.14,32.0,313,114764829
46.24,6.13,35.0,46.23,6.12,15.0,313,501702979
47.79,9.16,178.0,47.79,9.16,135.0,313,2730940061
46.54,6.59,113.0,46.54,6.59,176.0,313,408454168
47.45,7.64,41.0,47.52,7.57,158.0,313,525869538
46.52,6.61,80.0,46.52,6.6,14.0,313,267921233
46.2,6.14,117.0,46.2,6.14,33.0,313,244881610
47.38,8.54,217.0,47.39,8.53,11.0,313,61893733
46.02,8.96,110.0,46.02,8.96,197.0,313,492648773
47.0,6.94,71.0,47.0,6.94,239.0,313,2422485697
45.93,6.09,184.0,45.93,6.09,103.0,314,393517523
46.38,6.51,202.0,46.38,6.51,107.0,314,2762803305
45.9,6.13,106.0,45.9,6.13,132.0,314,961130227
47.36,8.52,13.0,46.87,9.88,16.0,314,14883985
46.26,6.27,67.0,46.26,6.27,104.0,314,390763371
46.84,7.66,13.0,46.93,7.45,131.0,314,160466484
46.22,6.14,16.0,47.38,8.54,40.0,314,8427182
46.53,6.65,25.0,47.38,8.54,10.0,314,552983932
47.36,8.54,185.0,47.36,8.54,129.0,314,86401684
45.8,6.66,41.0,45.83,6.81,65.0,314,26473063
46.25,8.71,38.0,46.24,8.71,88.0,315,633782712
47.38,8.54,87.0,47.39,8.07,23.0,315,4515538000
47.38,8.54,242.0,47.38,8.54,73.0,315,716421918
45.94,9.17,252.0,45.94,9.17,63.0,315,1148319168
46.21,6.14,63.0,46.21,6.14,59.0,315,2210666898
46.53,6.65,118.0,46.53,6.65,166.0,315,365033444
47.31,8.52,21.0,47.31,8.52,166.0,315,397197643
47.38,8.53,93.0,47.38,8.53,110.0,315,1607914472
46.92,6.38,141.0,46.92,6.38,174.0,315,357883020
47.38,8.54,80.0,47.38,8.54,85.0,316,1271764448
45.8,9.08,216.0,45.8,9.08,98.0,316,632231525
45.87,6.32,106.0,45.87,6.32,175.0,316,2230668190
47.39,8.07,58.0,47.39,8.07,16.0,317,3297766090
47.37,7.33,176.0,47.37,7.33,141.0,317,787132404
45.82,7.56,169.0,45.82,7.56,71.0,317,48964403
45.79,6.55,104.0,45.79,6.55,210.0,317,625082550
47.57,9.66,139.0,47.69,9.81,11.0,317,4312794136
46.57,6.56,99.0,46.57,6.56,218.0,317,564860246
46.07,6.54,46.0,46.07,6.54,14.0,317,263435856
47.37,8.54,108.0,47.37,8.52,15.0,318,15672000
47.44,6.8,18.0,47.36,6.73,137.0,318,2484329722
46.91,7.47,101.0,47.43,8.67,47.0,318,243129582
47.2,5.94,303.0,47.2,5.94,15.0,318,3088586776
47.38,8.08,79.0,47.38,8.08,140.0,318,281782262
45.85,6.1,196.0,45.85,6.1,121.0,318,3111031207
47.52,7.31,132.0,47.52,7.31,86.0,318,291792541
46.2,6.16,82.0,46.2,6.16,98.0,319,724250036
47.47,6.64,129.0,47.47,6.64,119.0,319,1614695502
47.39,8.43,83.0,47.39,8.43,212.0,319,78408647
47.41,9.73,46.0,47.41,9.73,115.0,319,362702197
45.91,6.14,58.0,45.91,6.14,76.0,319,599336874
46.91,7.84,22.0,46.82,7.14,54.0,320,855208663
46.91,7.09,85.0,46.91,7.09,207.0,320,2300778214
47.04,8.32,179.0,47.04,8.32,140.0,320,254259689
47.02,6.49,156.0,47.02,6.49,146.0,320,2442780516
47.4,6.08,199.0,47.4,6.08,109.0,320,2920245677
47.38,8.54,55.0,47.37,8.5,19.0,320,747155780
47.14,6.2,293.0,47.14,6.2,27.0,320,320058924
47.21,9.51,18.0,47.21,9.51,21.0,320,2427115477
45.8,9.08,152.0,45.8,9.08,110.0,321,165711881
47.39,8.52,20.0,47.39,8.52,40.0,321,2588032601
47.22,6.12,76.0,47.22,6.12,181.0,321,2539621661
46.72,7.06,124.0,46.72,7.06,196.0,321,1665054140
45.89,6.13,17.0,45.89,6.13,22.0,321,165925053
45.86,8.84,33.0,45.86,8.84,40.0,322,123071669
45.83,6.05,154.0,45.83,6.05,136.0,322,3225227477
47.52,7.55,24.0,47.55,7.53,54.0,322,336990373
46.24,6.09,45.0,46.2,6.14,16.0,322,296249300
45.9,6.42,13.0,45.92,6.41,116.0,322,8671252
46.25,6.13,56.0,46.25,6.13,21.0,323,221122993
45.99,9.21,145.0,45.99,9.21,31.0,323,891271296
47.38,8.54,90.0,47.38,8.54,234.0,324,1318933476
46.19,6.77,68.0,46.19,6.78,62.0,324,772314283
47.68,8.59,81.0,47.72,8.62,62.0,324,2695318155
47.24,6.03,217.0,47.24,6.03,98.0,324,622749072
47.48,9.74,104.0,47.47,9.74,22.0,324,69680593
47.09,6.95,167.0,47.09,6.95,153.0,325,496279824
