name,date,keywords,hashtags,longitude,latitude,# of tweets,# of people,tweetids,country
parking ,2012-04-27,"['(out', 'Via', 'parking', 'availability:', 'free']",['parking'],8.9522173913,46.0072608696,23.0,11.0,"[195728344417964033, 195731512505806848, 195731514753953793, 195731517077590016, 195731519174742019, 195734774759956480, 195741428448624640, 195746613304623104, 195746615481483264, 195746617591205888, 195746619780628483, 195747683313524736, 195751006586404864, 195752870212153344, 195834455636721664, 195918352672235521, 195929646607511552, 195942570117963776, 195981122683940865, 195990430226194433, 195997533091282944, 195998703079796738, 195999152797261824]",CH
FF ,2012-04-27,['FF'],['FF'],7.1099314285699995,46.108107142899996,14.0,3.0,"[195743470915293185, 195787737486475265, 195787783669944320, 195787827743694848, 195787872274616320, 195787920270049280, 195787968252874752, 195788107176611840, 195789318986543104, 195840257856503808, 195845582328311808, 195868715319963650, 195890798708002816, 195982336574242817]",CH
badeferien ferien ,2012-04-30,"['4*', 'Fr.', 'badeferien', 'ab', 'ferien', 'Hotel', 'Beach', '5*']","['badeferien', 'ferien']",9.061587,47.06541,10.0,3.0,"[196903988573114368, 196903990280196096, 196903991593009152, 196956125818662912, 197028883869081600, 197089517361045504, 197089518753550336, 197089520175415296, 197089532309549057, 197089533576232961]",CH
Hipstamatic ,2012-05-02,"['Claunch72Monochrome', 'Hipstamatic']",['Hipstamatic'],7.092915714289999,46.0976333333,21.0,6.0,"[197558121894395904, 197560683599118336, 197562684051423232, 197636458675322881, 197636496075927555, 197636544293646336, 197636609007550465, 197636678578483201, 197636750263324673, 197636779812208640, 197636810510319617, 197636833914519553, 197636851249582080, 197636877065531392, 197636932828807168, 197665534651793409, 197714446968291328, 197745593026744321, 197772467631165440, 197777828605988864, 197789412313149441]",CH
badeferien ferien ,2012-05-03,"['Fr.', 'badeferien', '4*', 'ferien', 'ab']","['badeferien', 'ferien']",9.06166666667,47.0651,9.0,5.0,"[197992757355233280, 198053696947486721, 198127016933994496, 198160537673150464, 198177128796274689, 198177130117468161, 198177131434491905, 198177132860551168, 198177134341132288]",CH
BulleSuisse ,2012-05-04,"['ouvertes', 'BulleSuisse', '5', 'samedi', 'Résidences', '...', 'mai', '30-32', 'Portes', 'Bulle', 'Câro']",['BulleSuisse'],7.049059285710001,46.610085714300006,14.0,3.0,"[198263147482714112, 198381187302039552, 198396286536400896, 198411383480647682, 198426483692277760, 198441581378945026, 198456681628303360, 198471780640366592, 198473059986968576, 198486649875861505, 198486877513322496, 198487450606252032, 198495949197283328, 198527896120344576]",CH
badeferien ferien ,2012-05-05,"['Fr.', 'Sea', 'ab', 'badeferien', 'ferien', 'Resort', '5*']","['badeferien', 'ferien']",9.066996666669999,47.0577111111,9.0,4.0,"[198670883273969664, 198683258689564672, 198696023634362369, 198860608286900224, 198901669965217792, 198901677590458369, 198901684888535040, 198901689007357953, 198901690223693825]",CH
fdpchur ,2012-05-07,"['fdpchur', 'dass', 'Müller:', 'Müller']",['fdpchur'],9.53223263158,46.8566421053,19.0,5.0,"[199367975839600640, 199489840788684802, 199494227619610625, 199545127553875969, 199556964487925760, 199557960098254848, 199558205683150849, 199559299788308480, 199560474361208832, 199562633349832704, 199563290538557441, 199563631174758400, 199564213675503617, 199565962930946048, 199568063182540800, 199568458390843393, 199570086774849536, 199571116812013569, 199571387084574721]",CH
badeferien ferien ,2012-05-07,"['ab', 'ferien', 'badeferien', 'Fr.', '5*']","['badeferien', 'ferien']",9.0579775,47.08305,8.0,4.0,"[199382391423381504, 199394695804231681, 199419005948280832, 199632536547233792, 199632538766016513, 199632540707983361, 199632542754799617, 199632544227004416]",CH
Davos ,2012-05-16,"['Davos', 'Play', 'game', 'map?']",['Davos'],9.820673846150001,46.7866307692,13.0,3.0,"[202582985285959680, 202628925296349184, 202655085984096257, 202658071758118912, 202662393644462082, 202713817556328448, 202716356506955777, 202717608708018177, 202718865866756096, 202752844271591424, 202755328037752835, 202759182414393344, 202762844754817024]",CH
Davos ,2012-05-25,"['Davos', 'Play', 'game', 'map?']",['Davos'],9.843378,46.80231,10.0,3.0,"[205828085663281152, 205830636932579328, 205831832325992448, 205967750122840066, 205968974452768772, 205970228205727744, 206011747176431616, 206026099120017408, 206162351408427008, 206162620376563712]",CH
BulleSuisse ,2012-05-25,"['BulleSuisse', '40-42', 'Résidences', '30-32', 'Bulle', 'Câro']",['BulleSuisse'],7.050920909089999,46.613372727299996,11.0,5.0,"[205908920399704064, 206005960244871170, 206036647974936576, 206051742775902208, 206066841213345792, 206081941521432576, 206095451475283970, 206095949540499456, 206097041552711680, 206127689239760898, 206153400742719489]",CH
badeferien ferien ,2012-05-26,"['ab', 'ferien', '5*', 'Fr.', 'badeferien']","['badeferien', 'ferien']",9.059824827589999,47.0679551724,29.0,5.0,"[206243396736655360, 206243398271766528, 206243399454572544, 206243401056796672, 206243402235396097, 206251572617949184, 206251573834293248, 206251575021289473, 206251576308924416, 206251577810497536, 206259630211477505, 206259642035216384, 206259643209629696, 206259654886559744, 206259656010629120, 206267493071847425, 206277567253188608, 206316444336652288, 206355394371665921, 206379481944961025, 206379487254941697, 206379491310841856, 206388418945626113, 206470776113741824, 206506884373549056, 206506886156124160, 206506897933742081, 206506899384958976, 206506901138186241]",CH
esc12 ,2012-05-26,['esc12'],['esc12'],7.253649610389999,47.137974026,77.0,19.0,"[206243620091736064, 206243895779147776, 206271637417500672, 206278258134757376, 206290604370571264, 206295479548526592, 206299768656371712, 206353875475775488, 206361416448475136, 206364527149850625, 206385623299395584, 206386838104055809, 206387042085634048, 206387472383483905, 206403674493292544, 206404260714397697, 206404441052684288, 206405335567695873, 206409863377588224, 206411856968040449, 206417836590112768, 206419054775386114, 206422811722514433, 206427246813130753, 206435648251506689, 206456604168687616, 206456872990031872, 206457213999529985, 206457584260087808, 206457651696111616, 206457724412764160, 206458475918786560, 206459981992689666, 206460152705064960, 206460156320563200, 206460207486865408, 206460475137990659, 206461118850416640, 206461479761883137, 206462465943404545, 206462566766092288, 206462684948987905, 206463695100968960, 206464760835874816, 206464813524725760, 206465161605812224, 206465741652897793, 206467766369259520, 206467785927303168, 206469267531644928, 206469502089707520, 206469715957264384, 206470763367243777, 206471759858372608, 206471826442960897, 206474641236180992, 206474826922209280, 206476289413091329, 206476524868747265, 206477290857697280, 206478240867561472, 206479295059738624, 206480464893067264, 206481265753460736, 206481472411009024, 206482725916524544, 206484441747562498, 206485831538573313, 206491371127836672, 206491826365018113, 206491826595700736, 206493128121786370, 206495217199759362, 206501771483422720, 206502500042424320, 206510149861519360, 206510231688183808]",CH
badeferien ferien ,2012-05-27,"['4*', 'ab', 'badeferien', 'ferien', 'Fr.', 'Beach']","['badeferien', 'ferien']",9.057358571430001,47.068338095200005,21.0,4.0,"[206570304779198464, 206570306029101056, 206570307237052417, 206570308646346753, 206570310076596225, 206578226494058496, 206578227962056706, 206578230520582144, 206578231762092033, 206578232932306944, 206641708916686848, 206641710166589440, 206654047472721920, 206676562840522752, 206681658492071936, 206685301106675713, 206873672915488768, 206873674324774912, 206873675532734464, 206873676765872128, 206873678246449152]",CH
travel schaffhausen switzerland ,2012-05-27,"['Altstad', 'travel', 'schaffhausen', 'switzerland']","['travel', 'schaffhausen', 'switzerland']",8.652105,47.7053125,8.0,5.0,"[206622485196705793, 206641511989911552, 206643800146325504, 206679266795069441, 206693659142406144, 206765335557308417, 206766358963298307, 206814574115172353]",CH
Davos ,2012-05-28,"['Davos', 'Play', 'game', 'map?']",['Davos'],9.846045,46.794171428599995,14.0,3.0,"[207018387182858241, 207020928712978432, 207023479189544961, 207026089929879552, 207026820300808193, 207027194445316096, 207028618952577024, 207029726114611202, 207068748685901824, 207070010659708928, 207071264777584640, 207160122512904193, 207173807075631104, 207200308554764289]",CH
yhm12 ,2012-05-31,['yhm12'],['yhm12'],8.03694444444,46.6226222222,9.0,3.0,"[208078441294209024, 208099059699941376, 208126448400203776, 208175776821035008, 208307199624224769, 208316210910216192, 208318138801061888, 208318588409491457, 208319503371743234]",CH
Davos ,2012-06-05,"['Davos', 'Play', 'game', 'map?']",['Davos'],9.827327499999999,46.8012875,8.0,4.0,"[209928093924728832, 209936894174298112, 209994661648011267, 209996008204140548, 210029532927889409, 210032025434992640, 210033288000176128, 210041846016131073]",CH
Davos ,2012-06-06,"['Davos', 'Play', 'game', 'map?']",['Davos'],9.83894875,46.8038125,8.0,5.0,"[210200630336299009, 210205689820348416, 210209488337252352, 210249122454831104, 210294317225476097, 210361270371745792, 210476137078456320, 210511406334873601]",CH
Davos ,2012-06-08,"['map?', 'Play', 'game', 'Davos']",['Davos'],9.832369166669999,46.80715,12.0,3.0,"[210979810690867200, 211069094903029760, 211099076446519297, 211100288327757824, 211101713820688384, 211155630403235841, 211232413358096384, 211233673868091392, 211236317714071553, 211237441321975809, 211238705204178944, 211241241902456832]",CH
Davos ,2012-06-14,"['map?', 'Play', 'game', 'Davos']",['Davos'],9.83898333333,46.815225,12.0,4.0,"[213148258254602242, 213184601538039808, 213200366781726720, 213207935751430145, 213233788145250304, 213257394153734146, 213324713227862016, 213324978442092544, 213328793488723968, 213331429113856000, 213332662260207616, 213333783703859200]",CH
MoutierSuisse ,2012-06-14,"['Centre-Ville', 'pièces', 'Moutier', 'MoutierSuisse']",['MoutierSuisse'],7.36558222222,47.2661333333,9.0,3.0,"[213173771476013056, 213274977091334144, 213275193366417408, 213314620771938305, 213329718957711363, 213344816484986880, 213359913664131072, 213375014286802945, 213390111281397761]",CH
PLR sion élections municipales ,2012-06-15,"['candidat', 'PLR', 'sion', 'élections', 'municipales']","['PLR', 'sion', 'élections', 'municipales']",7.322633333330001,46.273411111099996,9.0,3.0,"[213443738368876544, 213539344705789952, 213539704119885826, 213540000053207040, 213540277632253952, 213540513243070466, 213540766079909888, 213540962201374720, 213688021885788160]",CH
plrsion sioncommunales2012 ,2012-06-19,"['plrsion', 'conseil', 'candidat', 'général', 'sioncommunales2012']","['plrsion', 'sioncommunales2012']",7.32039432432,46.2575324324,37.0,8.0,"[214958388386336768, 214960470560485376, 214990425927331840, 215000082796380161, 215000538000015360, 215013227933872128, 215020867179130881, 215028038855962625, 215035370298019841, 215038480496078852, 215038782263660544, 215081275415990272, 215083323754688513, 215083410715181057, 215083749229080576, 215083892879785984, 215085089460191233, 215085144715964416, 215085224353206273, 215085308914573312, 215085418583040001, 215085543892074496, 215085688285184001, 215087461234245632, 215087541844590592, 215087612002713601, 215087726477840385, 215087836557361152, 215087919772348418, 215087998507814912, 215088062424809473, 215090858297540608, 215091979791511553, 215092286692929536, 215172537221521408, 215186875244224513, 215190508597821441]",CH
thurweg ,2012-06-22,['thurweg'],['thurweg'],9.080202499999999,47.335225,8.0,3.0,"[216064905969799168, 216084638924406784, 216093411332194304, 216112538692222976, 216113267075072001, 216115748010078208, 216131840719847424, 216248229510123520]",CH
Endomondo. ,2012-06-24,"['Endomondo.', 'running']",['Endomondo.'],9.26483222222,46.8336,9.0,5.0,"[216812971312164865, 216814207784595456, 216820992545259521, 216833807356137472, 216840934682398720, 216870982206500864, 216892377833549824, 216899963433656320, 216956265769861121]",CH
badeferien ferien ,2012-06-26,"['Abu', 'ab', 'badeferien', 'ferien', '5*', 'Dhabi', 'Fr.', 'Beach', 'Hotel']","['badeferien', 'ferien']",9.057920666669999,47.06386,15.0,3.0,"[217528127100948480, 217528128657031168, 217605517915332608, 217630348127911936, 217631123709231104, 217657361316327425, 217657362994036736, 217681454077984771, 217681455344652289, 217681457127243776, 217745942940618753, 217745944828051456, 217745946136678401, 217745947562749952, 217745948955258881]",CH
badeferien ferien ,2012-06-27,"['badeferien', 'ferien', 'Grand', 'Fr.', 'ab']","['badeferien', 'ferien']",9.09029230769,47.0891,13.0,3.0,"[217849747187314688, 217888478048956416, 217894409969213440, 217894420736000001, 217915251126050816, 217926672803041280, 217928570419412992, 218109089580990464, 218109094425399296, 218109100574257152, 218109102843375617, 218109107146723329, 218120387567943680]",CH
Davos ,2012-06-27,"['map?', 'Play', 'game', 'Davos']",['Davos'],9.834922,46.801520000000004,10.0,3.0,"[217912785357647872, 218025975374557184, 218027193287188480, 218028455701397509, 218029704970649600, 218030983142842368, 218033507132379136, 218034780598575106, 218036053171372032, 218104436382380032]",CH
badeferien ferien ,2012-06-28,"['ab', 'ferien', 'Fr.', 'badeferien']","['badeferien', 'ferien']",9.02395333333,47.137728571400004,21.0,5.0,"[218216820086280192, 218218585552732160, 218218813672525824, 218255989386907648, 218270757304803329, 218272159255117824, 218272160546951168, 218272331309645824, 218280400655626241, 218296741299097600, 218296882340962308, 218348702262247425, 218390963461165056, 218391261856534528, 218392430733570048, 218443933355741186, 218465869863452674, 218465871209840640, 218465872560398336, 218465873999052800, 218465875462856704]",CH
badeferien ferien ,2012-07-03,"['badeferien', 'ab', 'ferien', 'Fr.', 'Beach', '5*']","['badeferien', 'ferien']",9.04509,47.096181818199994,11.0,3.0,"[220026720928014337, 220026722496688128, 220045407403773953, 220067240932933635, 220109365028462592, 220184456118538242, 220276618625679360, 220276620664115201, 220276622006288384, 220276623386226688, 220276624690651136]",CH
